host,decision,group,path,bytes,allocated_bytes,mtime_utc,inode,device,nlink,reason,result
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwq55_72_production/hw_q68.mp4,135724158,135725056,2026-08-31T20:47:31.260867+00:00,3515,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwq55_72_production/hw_q69.mp4,135724158,135725056,2026-08-31T20:47:42.942260+00:00,3516,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwq55_72_production/hw_q70.mp4,145628260,145629184,2026-08-31T20:47:54.863648+00:00,3517,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwq55_72_production/hw_q71.mp4,145628260,145629184,2026-08-31T20:48:06.306415+00:00,3518,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwq55_72_production/hw_q72.mp4,156183850,156184576,2026-08-31T20:48:17.360949+00:00,3519,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwq80_420.f300.rgb,24883200,24883200,2026-08-31T13:49:41.108675+00:00,3255,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwq80_420.mkv,203804152,203804672,2026-08-31T13:49:38.145216+00:00,3254,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwq80_p210.f300.rgb,24883200,24883200,2026-08-31T13:50:06.576734+00:00,3257,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwq80_p210.mkv,395974327,395976704,2026-08-31T13:50:01.368795+00:00,3256,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwq_30.mkv,2984703,2985984,2026-08-31T14:05:56.671382+00:00,3289,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwq_80.mkv,40887767,40890368,2026-08-31T14:05:59.693310+00:00,3290,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwq_multiframe/q50.rgb,199065600,199065600,2026-08-31T16:30:46.769460+00:00,3457,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwq_multiframe/q70.rgb,199065600,199065600,2026-08-31T16:27:29.190631+00:00,3451,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwq_multiframe/q72.rgb,199065600,199065600,2026-08-31T16:27:34.005492+00:00,3452,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwq_multiframe/q74.rgb,199065600,199065600,2026-08-31T16:27:39.031345+00:00,3453,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwq_multiframe/q76.rgb,199065600,199065600,2026-08-31T16:27:44.240077+00:00,3454,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwq_multiframe/q78.rgb,199065600,199065600,2026-08-31T16:27:49.646465+00:00,3455,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwq_multiframe/q79.rgb,199065600,199065600,2026-08-31T16:27:55.254052+00:00,3456,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwq_multiframe/ref.rgb,199065600,199065600,2026-08-31T16:27:24.504100+00:00,3450,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwqfine/hw_q71.mp4,147166389,147169280,2026-08-31T16:16:59.647588+00:00,3415,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwqfine/hw_q71.rgb,24883200,24883200,2026-08-31T16:18:36.638513+00:00,3423,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwqfine/hw_q72.mp4,157620002,157622272,2026-08-31T16:17:10.693069+00:00,3416,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwqfine/hw_q72.rgb,24883200,24883200,2026-08-31T16:18:39.389730+00:00,3424,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwqfine/hw_q73.mp4,157620002,157622272,2026-08-31T16:17:22.197981+00:00,3417,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwqfine/hw_q73.rgb,24883200,24883200,2026-08-31T16:18:42.114170+00:00,3425,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwqfine/hw_q74.mp4,168754167,168755200,2026-08-31T16:17:34.102670+00:00,3418,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwqfine/hw_q74.rgb,24883200,24883200,2026-08-31T16:18:44.981876+00:00,3426,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwqfine/hw_q76.mp4,179674176,179675136,2026-08-31T16:17:46.056772+00:00,3419,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwqfine/hw_q76.rgb,24883200,24883200,2026-08-31T16:18:47.901697+00:00,3427,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwqfine/hw_q77.mp4,179674176,179675136,2026-08-31T16:17:58.098766+00:00,3420,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwqfine/hw_q77.rgb,24883200,24883200,2026-08-31T16:18:50.826670+00:00,3428,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwqfine/hw_q78.mp4,192511974,192512000,2026-08-31T16:18:10.225739+00:00,3421,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwqfine/hw_q78.rgb,24883200,24883200,2026-08-31T16:18:53.849298+00:00,3429,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwqfine/hw_q79.mp4,205017257,205021184,2026-08-31T16:18:22.197872+00:00,3422,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwqfine/hw_q79.rgb,24883200,24883200,2026-08-31T16:18:56.984869+00:00,3430,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwqfine_production/hw_q71.mp4,145628260,145629184,2026-08-31T16:25:16.857739+00:00,3441,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwqfine_production/hw_q72.mp4,156183850,156184576,2026-08-31T16:25:27.033107+00:00,3442,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwqfine_production/hw_q73.mp4,156183850,156184576,2026-08-31T16:25:37.730141+00:00,3443,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwqfine_production/hw_q74.mp4,167293722,167297024,2026-08-31T16:25:48.567922+00:00,3444,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwqfine_production/hw_q76.mp4,178296366,178298880,2026-08-31T16:25:59.687477+00:00,3445,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwqfine_production/hw_q77.mp4,178296366,178298880,2026-08-31T16:26:10.887716+00:00,3446,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwqfine_production/hw_q78.mp4,191215285,191217664,2026-08-31T16:26:22.428379+00:00,3447,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwqfine_production/hw_q79.mp4,203801927,203804672,2026-08-31T16:26:33.726968+00:00,3448,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwqrepeat/hw_q75_r1.mp4,168754167,168755200,2026-08-31T16:21:03.926511+00:00,3432,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwqrepeat/hw_q75_r1.rgb,24883200,24883200,2026-08-31T16:21:52.413719+00:00,3436,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwqrepeat/hw_q75_r2.mp4,168754167,168755200,2026-08-31T16:21:14.963369+00:00,3433,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwqrepeat/hw_q75_r2.rgb,24883200,24883200,2026-08-31T16:21:55.237053+00:00,3437,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwqrepeat/hw_q80_r1.mp4,205017257,205021184,2026-08-31T16:21:26.113113+00:00,3434,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwqrepeat/hw_q80_r1.rgb,24883200,24883200,2026-08-31T16:21:58.360927+00:00,3438,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwqrepeat/hw_q80_r2.mp4,205017257,205021184,2026-08-31T16:21:37.603256+00:00,3435,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/hwqrepeat/hw_q80_r2.rgb,24883200,24883200,2026-08-31T16:22:01.506277+00:00,3439,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/p10_medium.mkv,424302946,424304640,2026-08-31T13:24:24.306725+00:00,3221,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/p_fast.mkv,299420848,299421696,2026-08-31T13:20:23.147483+00:00,3218,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/p_medium.f300.rgb,24883200,24883200,2026-08-31T13:26:29.999607+00:00,3226,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/p_medium.mkv,278360839,278364160,2026-08-31T13:21:26.803721+00:00,3219,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/p_slow.mkv,273051071,273051648,2026-08-31T13:22:49.382796+00:00,3220,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/probe.f300.rgb,24883200,24883200,2026-08-31T13:26:25.550127+00:00,3225,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/probe.mkv,284165410,284168192,2026-08-31T13:19:17.375661+00:00,3215,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/sw420_crf16.f300.rgb,24883200,24883200,2026-08-31T14:06:44.910676+00:00,3299,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/presettest/sw420_crf16.mkv,65756665,65757184,2026-08-31T14:06:43.358581+00:00,3291,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/source_lossless_blocks500000_500299_x265_gbrp.mkv,136555892,136556544,2026-08-30T23:40:44.600510+00:00,3044,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/source_lossless_blocks500000_500299_x265_gbrp_faster.mkv,137424223,137424896,2026-08-30T23:54:52.372318+00:00,3064,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/source_lossless_blocks500000_500299_x265_gbrp_superfast.mkv,126889845,126889984,2026-08-30T23:54:16.895162+00:00,3058,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/source_lossless_blocks500000_500299_x265_gbrp_ultrafast.mkv,136441315,136441856,2026-08-30T23:54:04.067178+00:00,3056,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/source_lossless_blocks500000_500299_x265_gbrp_veryfast.mkv,137291699,137293824,2026-08-30T23:54:34.552440+00:00,3061,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/diagnostics/source_lossless_blocks900000_900299.mkv,54051661,54054912,2026-08-30T23:53:08.272900+00:00,3054,16777240,1,"Superseded encoding trial; retain logs, hashes and three source/control clips",deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/seam_colorfloor_195k_225k_1080p.mkv,577969564,577970176,2026-08-28T05:00:48.243147+00:00,2529,16777240,1,Old sample or failed run; retain logs and selected short reference clips,deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/seam_cut_195k_225k_1080p.mkv,33364589158,33364590592,2026-09-03T05:51:15.356426+00:00,4040,16777240,1,Old sample or failed run; retain logs and selected short reference clips,deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/seam_exactledger_195k_225k_1080p.mkv,347176290,347176960,2026-08-27T00:05:52.459383+00:00,2467,16777240,1,Old sample or failed run; retain logs and selected short reference clips,deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/seam_topzone_195k_225k_1080p.mkv,464283390,464285696,2026-08-29T14:59:01.029509+00:00,2642,16777240,1,Old sample or failed run; retain logs and selected short reference clips,deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/seam_topzone_labelfix_195k_225k_1080p.mkv,464519920,464523264,2026-08-29T18:18:32.977629+00:00,2677,16777240,1,Old sample or failed run; retain logs and selected short reference clips,deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/seam_topzone_labelfix_195k_225k_1080p.mp4,464505937,464506880,2026-08-29T18:20:11.347104+00:00,2678,16777240,1,Old sample or failed run; retain logs and selected short reference clips,deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/seam_transition_195k_225k_1080p.mkv,33383829972,33383833600,2026-09-03T05:47:10.279654+00:00,4037,16777240,1,Old sample or failed run; retain logs and selected short reference clips,deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/seam_weighted_195k_225k_1080p.mkv,466453584,466456576,2026-08-29T13:19:00.430832+00:00,2614,16777240,1,Old sample or failed run; retain logs and selected short reference clips,deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/utxo_4k_blocks200000_207200_splitpalette10btc_crf21.mkv,266792578,266792960,2026-09-02T13:14:28.153167+00:00,3898,16777240,1,Old sample or failed run; retain logs and selected short reference clips,deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/utxo_4k_epoch105k_60fps_exactledger_weighted_topband_flashvaluefix.mkv,36202765513,36202766336,2026-08-30T02:06:34.869302+00:00,2792,16777240,1,Old sample or failed run; retain logs and selected short reference clips,deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/utxo_4k_middle_374195_590194_60fps_q70_epsfix.mkv,43570258591,43570262016,2026-09-02T01:43:06.037944+00:00,3775,16777240,1,Old sample or failed run; retain logs and selected short reference clips,deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/utxo_4k_middle_374195_590194_60fps_q70_epsfix.mp4,43570600717,43570601984,2026-09-02T01:45:47.639431+00:00,3793,16777240,1,Old sample or failed run; retain logs and selected short reference clips,deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/whaleflash_4k_blocks200000_207200.mkv,176091430,176095232,2026-08-29T19:19:53.870184+00:00,2711,16777240,1,Old sample or failed run; retain logs and selected short reference clips,deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/whaleflash_4k_blocks200000_207200.mp4,176089414,176091136,2026-08-29T19:20:10.114816+00:00,2712,16777240,1,Old sample or failed run; retain logs and selected short reference clips,deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/whaleflash_4k_blocks200000_207200_cleanstart.mkv,171980455,171982848,2026-08-29T19:23:00.652399+00:00,2715,16777240,1,Old sample or failed run; retain logs and selected short reference clips,deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/whaleflash_4k_blocks200000_207200_cleanstart.mp4,171978455,171978752,2026-08-29T19:23:18.228411+00:00,2716,16777240,1,Old sample or failed run; retain logs and selected short reference clips,deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/whaleflash_4k_blocks200000_207200_crisp.mkv,171952943,171954176,2026-08-30T14:30:15.336827+00:00,2932,16777240,1,Old sample or failed run; retain logs and selected short reference clips,deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/whaleflash_4k_blocks200000_207200_flowbars.mkv,173885011,173887488,2026-08-29T19:35:12.661511+00:00,2725,16777240,1,Old sample or failed run; retain logs and selected short reference clips,deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/whaleflash_4k_blocks200000_207200_flowbars.mp4,173882911,173883392,2026-08-29T19:35:19.739487+00:00,2726,16777240,1,Old sample or failed run; retain logs and selected short reference clips,deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/whaleflash_4k_blocks200000_207200_spendstars.mkv,171900124,171900928,2026-08-29T19:42:22.483738+00:00,2732,16777240,1,Old sample or failed run; retain logs and selected short reference clips,deleted
mac-external,PROPOSE_DELETE,render-experiments,/Volumes/4T Data/buv_render/whaleflash_4k_blocks200000_207200_spendstars.mp4,171898148,171900928,2026-08-29T19:42:29.441329+00:00,2733,16777240,1,Old sample or failed run; retain logs and selected short reference clips,deleted
mac-external,PROPOSE_DELETE,retired-fallback-or-reference,/Volumes/4T Data/buv_render/diagnostics/exactrgb_blocks101000_102350.ffv1.mkv,424833084,424837120,2026-08-31T06:02:19.856961+00:00,3128,16777240,1,Latest-only retention policy: no older fallback videos or generated test sources required,deleted
mac-external,PROPOSE_DELETE,retired-fallback-or-reference,/Volumes/4T Data/buv_render/diagnostics/exactrgb_blocks101000_102350.pixel104_321_blocks101280_101300.rgb24,63,4096,2026-08-31T06:04:26.322559+00:00,3137,16777240,1,Latest-only retention policy: no older fallback videos or generated test sources required,deleted
mac-external,PROPOSE_DELETE,retired-fallback-or-reference,/Volumes/4T Data/buv_render/diagnostics/exactrgb_blocks101000_102350.x265_gbrp_lossless.mkv,59377734,59379712,2026-08-31T06:02:59.336017+00:00,3130,16777240,1,Latest-only retention policy: no older fallback videos or generated test sources required,deleted
mac-external,PROPOSE_DELETE,retired-fallback-or-reference,/Volumes/4T Data/buv_render/diagnostics/source_lossless_blocks500000_500299.mkv,3310006065,3310006272,2026-08-30T23:40:14.820521+00:00,3038,16777240,1,Latest-only retention policy: no older fallback videos or generated test sources required,deleted
mac-external,PROPOSE_DELETE,retired-fallback-or-reference,/Volumes/4T Data/buv_render/utxo_4k_blocks200000_207200_splitpalette10btc_crf21.mp4,266866431,266866688,2026-09-02T13:15:03.387197+00:00,3899,16777240,1,Latest-only retention policy: no older fallback videos or generated test sources required,deleted
mac-external,PROPOSE_DELETE,retired-fallback-or-reference,/Volumes/4T Data/buv_render/utxo_4k_epoch105k_60fps_exactledger_weighted_topband_flashvaluefix_crisp.mp4,50509962432,50509963264,2026-08-30T18:53:27.057275+00:00,3000,16777240,1,Latest-only retention policy: no older fallback videos or generated test sources required,deleted
mac-external,PROPOSE_DELETE,retired-fallback-or-reference,/Volumes/4T Data/buv_render/utxo_4k_epoch105k_60fps_exactledger_weighted_topband_flashvaluefix_crisp_crf21_epsfix.mp4,82254323767,82254327808,2026-09-02T08:27:22.972530+00:00,3859,16777240,1,Latest-only retention policy: no older fallback videos or generated test sources required,deleted
mac-external,PROPOSE_DELETE,retired-fallback-or-reference,/Volumes/4T Data/buv_render/whaleflash_4k_blocks200000_207200_crisp.mp4,171951048,171954176,2026-08-30T14:30:32.637050+00:00,2933,16777240,1,Latest-only retention policy: no older fallback videos or generated test sources required,deleted
mac-external,PROPOSE_DELETE,retired-history-tests,/Volumes/4T Data/.Trashes-buv-test/hist_test-20260829/changes_200k.blk1,132357957,132358144,2026-08-30T01:51:47.330193+00:00,2833,16777240,1,Previously quarantined history test fixtures; no open handle found,deleted
mac-external,PROPOSE_DELETE,retired-history-tests,/Volumes/4T Data/.Trashes-buv-test/hist_test-20260829/changes_300k.blk1,605946976,605949952,2026-08-30T01:51:47.327036+00:00,2832,16777240,1,Previously quarantined history test fixtures; no open handle found,deleted
mac-external,PROPOSE_DELETE,retired-history-tests,/Volumes/4T Data/.Trashes-buv-test/hist_test-20260829/changes_truncated.blk1,18052618856,18052620288,2026-08-30T00:27:26.556567+00:00,2809,16777240,1,Previously quarantined history test fixtures; no open handle found,deleted
mac-external,PROPOSE_DELETE,retired-history-tests,/Volumes/4T Data/.Trashes-buv-test/hist_test-20260829/hist_s_incr.bin,1593828592,1593831424,2026-08-30T01:52:39.944237+00:00,2834,16777240,1,Previously quarantined history test fixtures; no open handle found,deleted
mac-external,PROPOSE_DELETE,retired-history-tests,/Volumes/4T Data/.Trashes-buv-test/hist_test-20260829/hist_s_ref.bin,1591428584,1591431168,2026-08-30T01:53:28.566186+00:00,2836,16777240,1,Previously quarantined history test fixtures; no open handle found,deleted
mac-external,PROPOSE_DELETE,superseded-full-media,/Volumes/4T Data/buv_render/utxo_4k_epoch105k_60fps.mkv,52511296637,52511297536,2026-08-17T15:52:49.122998+00:00,1790,16777240,1,Superseded output or MKV counterpart; retain protected master and fallbacks,deleted
mac-external,PROPOSE_DELETE,superseded-full-media,/Volumes/4T Data/buv_render/utxo_4k_epoch105k_60fps.mp4,52511028489,52511031296,2026-08-17T18:23:41.716805+00:00,1838,16777240,1,Superseded output or MKV counterpart; retain protected master and fallbacks,deleted
mac-external,PROPOSE_DELETE,superseded-full-media,/Volumes/4T Data/buv_render/utxo_4k_epoch105k_60fps_densityfix.mkv,52497919391,52497920000,2026-08-22T05:30:26.637496+00:00,2116,16777240,1,Superseded output or MKV counterpart; retain protected master and fallbacks,deleted
mac-external,PROPOSE_DELETE,superseded-full-media,/Volumes/4T Data/buv_render/utxo_4k_epoch105k_60fps_densityfix.mp4,52497512074,52497514496,2026-08-22T05:33:36.671107+00:00,2134,16777240,1,Superseded output or MKV counterpart; retain protected master and fallbacks,deleted
